Template,TemplateID
[C:3]-[N;H0;D3;+0:4](-[C:5])-[CH2;D2;+0:1]-[C;D1;H3:2]>>O-[CH2;D2;+0:1]-[C;D1;H3:2].[C:3]-[NH;D2;+0:4]-[C:5],11317
[#16;a:4]:[c:3]:[c;H0;D3;+0:1](:[#7;a:2])-[CH2;D2;+0:5]-[c:6]>>Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[#16;a:4].[Zn+]-[CH2;D2;+0:5]-[c:6],11318
[C:7]-[N;H0;D3;+0:8](-[C:9])-[c;H0;D3;+0:1]1:[#7;a:2]:[c:3]:[#7;a:4]:[c:5]:[c:6]:1>>F-C(-F)(-F)-S(=O)(=O)-O-[c;H0;D3;+0:1]1:[#7;a:2]:[c:3]:[#7;a:4]:[c:5]:[c:6]:1.[C:7]-[NH;D2;+0:8]-[C:9],11319
[#7:4]-[C:3]-[C@@H;D3;+0:1](-[C:2])-[O;H0;D2;+0:5]-[c:6]>>O-[C@@H;D3;+0:1](-[C:2])-[C:3]-[#7:4].[OH;D1;+0:5]-[c:6],11320
[#7:2]-[C;H0;D3;+0:1](=[O;D1;H0:3])-[O;H0;D2;+0:7]-[c:6]:[#7;a:5]:[#7;a:4]>>Cl-[C;H0;D3;+0:1](-[#7:2])=[O;D1;H0:3].[#7;a:4]:[#7;a:5]:[c:6]-[OH;D1;+0:7],11321
[#7;a:3]:[c:2]-[CH2;D2;+0:1]-[S;H0;D4;+0:5](=[O;D1;H0:6])(=[O;H0;D1;+0:4])-[c:7]>>I-[CH2;D2;+0:1]-[c:2]:[#7;a:3].[O-;H0;D1:4]-[S;H0;D3;+0:5](=[O;D1;H0:6])-[c:7],11322
[c:7]:[c;H0;D3;+0:6](:[c:8])-[c;H0;D3;+0:1]1:[c:2]:[#7;a:3]:[c:4]:[c:5]:1>>Br-[c;H0;D3;+0:1]1:[c:2]:[#7;a:3]:[c:4]:[c:5]:1.O-B(-O)-[c;H0;D3;+0:6](:[c:7]):[c:8],11323
[#7;a:5]:[c:4]:[#7;a:3]:[c;H0;D3;+0:1](:[c:2])-[NH;D2;+0:6]-[c:7]>>Cl-[c;H0;D3;+0:1](:[c:2]):[#7;a:3]:[c:4]:[#7;a:5].[NH2;D1;+0:6]-[c:7],11324
[C:4]-[N;H0;D3;+0:5](-[C;D1;H3:6])-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3]>>C-C-O-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3].[C:4]-[NH;D2;+0:5]-[C;D1;H3:6],11325
[C:2]-[N;H0;D3;+0:3](-[CH2;D2;+0:1]-[c;H0;D3;+0:8](:[c:7]):[c:9])-[C:4](-[C;D1;H3:5])=[O;D1;H0:6]>>O=[CH2;D1;+0:1].[C:2]-[NH;D2;+0:3]-[C:4](-[C;D1;H3:5])=[O;D1;H0:6].[c:7]:[cH;D2;+0:8]:[c:9],11326
[#7:1]-[C:2]-[C;H0;D3;+0:3](=[O;H0;D1;+0:9])-[NH;D2;+0:4]-[C;H0;D4;+0:6](-[C;D1;H3:5])(-[C;D1;H3:7])-[C;D1;H3:8]>>[#7:1]-[C:2]-[C;H0;D2;+0:3]#[N;H0;D1;+0:4].[C;D1;H3:5]-[C;H0;D4;+0:6](-[C;D1;H3:7])(-[C;D1;H3:8])-[OH;D1;+0:9],11327
[#8:3]-[C:2]-[c;H0;D3;+0:1]1:[n;H0;D2;+0:7]:[c:6]:[c:5]:[nH;D2;+0:4]:1>>O-[C;H0;D3;+0:1](=O)-[C:2]-[#8:3].[NH2;D1;+0:4]-[c:5]:[c:6]-[NH2;D1;+0:7],11328
[#16;a:1]:[c:2](:[c:3]:[#7;a:4])-[CH;D3;+0:5](-[C:6])-[CH2;D2;+0:7]-[c:8]>>[#16;a:1]:[c:2](:[c:3]:[#7;a:4])/[C;H0;D3;+0:5](-[C:6])=[CH;D2;+0:7]/[c:8],11329
[C:2]-[CH;D3;+0:3](-[C:4])-[O;H0;D2;+0:5]-[CH3;D1;+0:1]>>I-[CH3;D1;+0:1].[C:2]-[C@H;D3;+0:3](-[C:4])-[OH;D1;+0:5],11330
[#7;a:3]:[c:2]:[c;H0;D3;+0:1](-[NH;D2;+0:12]-[c:11](:[c:10]:[#7;a:9]):[c:13]:[#7;a:14]):[c:4](:[#7;a:5])-[C:6](-[#8:7])=[O;D1;H0:8]>>Br-[c;H0;D3;+0:1](:[c:2]:[#7;a:3]):[c:4](:[#7;a:5])-[C:6](-[#8:7])=[O;D1;H0:8].[#7;a:9]:[c:10]:[c:11](-[NH2;D1;+0:12]):[c:13]:[#7;a:14],11331
[C:4]-[N;H0;D3;+0:5](-[c:6])-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3]>>C-C-O-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3].[C:4]-[NH;D2;+0:5]-[c:6],11332
[#7;a:4]:[c:3]:[c;H0;D3;+0:1](:[c:2])-[c;H0;D3;+0:5]1:[#7;a:6]:[#7;a:7]:[c:8]:[c:9]:1>>Br-[c;H0;D3;+0:1](:[c:2]):[c:3]:[#7;a:4].O-B(-O)-[c;H0;D3;+0:5]1:[#7;a:6]:[#7;a:7]:[c:8]:[c:9]:1,11333
[#16;a:4]:[c:3]:[c;H0;D3;+0:1](:[c:2])-[c;H0;D3;+0:5]1:[c:6]:[c:7]:[#7;a:8]:[c:9]:[c:10]:1>>C-C1(-C)-O-B(-[c;H0;D3;+0:1](:[c:2]):[c:3]:[#16;a:4])-O-C-1(-C)-C.I-[c;H0;D3;+0:5]1:[c:6]:[c:7]:[#7;a:8]:[c:9]:[c:10]:1,11334
[C:1]-[CH2;D2;+0:2]-[CH;D3;+0:3](-[c:4])-[C:5]#[N;D1;H0:6]>>[C:1]-[CH;D2;+0:2]=[C;H0;D3;+0:3](-[c:4])-[C:5]#[N;D1;H0:6],11335
[#7;a:4]:[c:5]:[c:6]-[NH;D2;+0:7]-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3]>>C-C-O-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3].[#7;a:4]:[c:5]:[c:6]-[NH2;D1;+0:7],11336
[#7;a:5]:[c:4]:[c:3]-[CH;D2;+0:1]=[O;D1;H0:2]>>O-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3]:[c:4]:[#7;a:5],11337
[#7:7]-[c;H0;D3;+0:8]1:[n;H0;D2;+0:9]:[c;H0;D3;+0:3](-[c;H0;D3;+0:4](:[c:5]):[c:6]):[c;H0;D3;+0:1](-[C;D1;H3:2]):[s;H0;D2;+0:10]:1>>Br-[CH;D3;+0:1](-[C;D1;H3:2])-[C;H0;D3;+0:3](=O)-[c;H0;D3;+0:4](:[c:5]):[c:6].[#7:7]-[C;H0;D3;+0:8](-[NH2;D1;+0:9])=[S;H0;D1;+0:10],11338
[#8:8]-[C@H;D3;+0:9]1-[C:10]-[C:11](=[O;D1;H0:12])-[N;H0;D3;+0:13](-[C;H0;D3;+0:1](=[O;D1;H0:2])-[#8:3]-[C:4](-[C;D1;H3:5])(-[C;D1;H3:6])-[C;D1;H3:7])-[C@H;D3;+0:14]-1-[C:15]>>C-C(-C)(-C)-O-C(=O)-O-[C;H0;D3;+0:1](=[O;D1;H0:2])-[#8:3]-[C:4](-[C;D1;H3:5])(-[C;D1;H3:6])-[C;D1;H3:7].[#8:8]-[CH;D3;+0:9]1-[C:10]-[C:11](=[O;D1;H0:12])-[NH;D2;+0:13]-[CH;D3;+0:14]-1-[C:15],11339
[#7;a:2]:[c:3]:[c:4]-[N;H0;D3;+0:5](-[CH3;D1;+0:1])-[C:6](-[C;D1;H3:7])=[O;D1;H0:8]>>I-[CH3;D1;+0:1].[#7;a:2]:[c:3]:[c:4]-[NH;D2;+0:5]-[C:6](-[C;D1;H3:7])=[O;D1;H0:8],11340
[C:1]/[C:2](-[C:3])=[C:4]\[CH;D2;+0:5]=[O;H0;D1;+0:6]>>[C:1]/[C:2](-[C:3])=[C:4]\[CH2;D2;+0:5]-[OH;D1;+0:6],11341
[#7;a:2]:[c;H0;D3;+0:1](:[c:3])-[CH;D3;+0:5](-[C:4])-[C:6]>>Cl-[c;H0;D3;+0:1](:[#7;a:2]):[c:3].[C:4]-[CH;D3;+0:5](-[C:6])-[Mg+],11342
[C;D1;H2:4]=[C:3]-[C;H0;D3;+0:1](=[O;D1;H0:2])-[N;H0;D3;+0:6](-[c:5])-[c:7]>>O-[C;H0;D3;+0:1](=[O;D1;H0:2])-[C:3]=[C;D1;H2:4].[c:5]-[NH;D2;+0:6]-[c:7],11343
[#7;a:4]:[c:3]:[c;H0;D3;+0:1](:[c:2])-[c;H0;D3;+0:5]1:[c:6]:[c:7]:[#7;a:8]:[c:9]:[c:10]:1>>Br-[c;H0;D3;+0:1](:[c:2]):[c:3]:[#7;a:4].C-C1(-C)-O-B(-[c;H0;D3;+0:5]2:[c:6]:[c:7]:[#7;a:8]:[c:9]:[c:10]:2)-O-C-1(-C)-C,11344
[#7:2]-[C:3](=[O;D1;H0:4])-[N;H0;D3;+0:5](-[CH3;D1;+0:1])-[c:6]:[#7;a:7]>>I-[CH3;D1;+0:1].[#7:2]-[C:3](=[O;D1;H0:4])-[NH;D2;+0:5]-[c:6]:[#7;a:7],11345
[#7;a:1]:[n;H0;D3;+0:2](:[c:3])-[C;H0;D3;+0:6](=[O;D1;H0:7])-[NH;D2;+0:5]-[C;D1;H3:4]>>[#7;a:1]:[nH;D2;+0:2]:[c:3].[C;D1;H3:4]-[N;H0;D2;+0:5]=[C;H0;D2;+0:6]=[O;D1;H0:7],11346
[#7;a:3]:[c:4]:[c:5](:[#7;a:6]):[n;H0;D3;+0:7](-[CH2;D2;+0:1]-[C:2]):[c:8]:[#7;a:9]>>Br-[CH2;D2;+0:1]-[C:2].[#7;a:3]:[c:4]:[c:5](:[#7;a:6]):[nH;D2;+0:7]:[c:8]:[#7;a:9],11347
[#7:2]-[C;H0;D3;+0:1](=[O;D1;H0:3])-[O;H0;D2;+0:4]-[c:5]>>F-[C;H0;D3;+0:1](-[#7:2])=[O;D1;H0:3].[OH;D1;+0:4]-[c:5],11348
[C;D1;H1:3]#[C:2]-[CH2;D2;+0:1]-[S;H0;D4;+0:5](=[O;D1;H0:4])(=[O;H0;D1;+0:6])-[c:7]>>Br-[CH2;D2;+0:1]-[C:2]#[C;D1;H1:3].[O;D1;H0:4]=[S;H0;D3;+0:5](-[OH;D1;+0:6])-[c:7],11349
[#8;a:4]:[c:3]:[c:2]-[CH2;D2;+0:1]-[N;H0;D3;+0:6](-[C:5])-[C:7]>>Cl-[CH2;D2;+0:1]-[c:2]:[c:3]:[#8;a:4].[C:5]-[NH;D2;+0:6]-[C:7],11350
[#7:1]-[C;H0;D3;+0:2](=[O;D1;H0:3])-[N;H0;D3;+0:5](-[C:4])-[C:6]>>[#7:1]-[C;H0;D3;+0:2](-[O-])=[O;D1;H0:3].[C:4]-[NH;D2;+0:5]-[C:6],11351
[#7:8]-[C:7]/[C;H0;D3;+0:5](-[C:6])=[CH;D2;+0:1]\[C:2](-[#8:3])=[O;D1;H0:4]>>C-O-P(=O)(-O-C)-[CH2;D2;+0:1]-[C:2](-[#8:3])=[O;D1;H0:4].O=[C;H0;D3;+0:5](-[C:6])-[C:7]-[#7:8],11352
[#7:8]-[C:7]/[C;H0;D3;+0:5](-[C:6])=[CH;D2;+0:1]/[C:2](-[#8:3])=[O;D1;H0:4]>>C-O-P(=O)(-O-C)-[CH2;D2;+0:1]-[C:2](-[#8:3])=[O;D1;H0:4].O=[C;H0;D3;+0:5](-[C:6])-[C:7]-[#7:8],11353
[#7:1]-[C:2]-[CH2;D2;+0:3]-[CH;D3;+0:4](-[c:5])-[c:6]:[#7;a:7]>>[#7:1]-[C:2]/[CH;D2;+0:3]=[C;H0;D3;+0:4](\[c:5])-[c:6]:[#7;a:7],11354
[CH3;D1;+0:4]-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3]>>Cl-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3].[CH3;D1;+0:4]-[Zn+],11355
[#7;a:1]:[c:2](:[#8;a:3])-[C;H0;D3;+0:4](=[O;D1;H0:5])-[N;H0;D3;+0:7](-[C:6])-[C:8]>>[#7;a:1]:[c:2](:[#8;a:3])-[C;H0;D3;+0:4](-[O-])=[O;D1;H0:5].[C:6]-[NH;D2;+0:7]-[C:8],11356
[C:1]-[NH;D2;+0:2]-[C;H0;D3;+0:3](=[O;D1;H0:4])-[NH;D2;+0:5]-[#7:6]-[C:7]=[O;D1;H0:8]>>[C:1]-[N;H0;D2;+0:2]=[C;H0;D2;+0:3]=[O;D1;H0:4].[NH2;D1;+0:5]-[#7:6]-[C:7]=[O;D1;H0:8],11357
[#8:3]-[C:4](=[O;D1;H0:5])-[N;H0;D3;+0:6](-[C:7])-[CH2;D2;+0:1]-[C:2]>>I-[CH2;D2;+0:1]-[C:2].[#8:3]-[C:4](=[O;D1;H0:5])-[NH;D2;+0:6]-[C:7],11358
[#7;a:3]:[c:2](-[CH2;D2;+0:1]-[NH;D2;+0:6]-[c:7]):[c:4]:[#7;a:5]>>O=[CH;D2;+0:1]-[c:2](:[#7;a:3]):[c:4]:[#7;a:5].[NH2;D1;+0:6]-[c:7],11359
[#16;a:1]:[c:2]-[CH2;D2;+0:3]-[CH2;D2;+0:4]-[C:5](-[#8:6])=[O;D1;H0:7]>>[#16;a:1]:[c:2]/[CH;D2;+0:3]=[CH;D2;+0:4]/[C:5](-[#8:6])=[O;D1;H0:7],11360
[#16;a:1]:[c:2]:[c:3]-[C;H0;D3;+0:4](-[C:5])=[O;H0;D1;+0:6]>>[#16;a:1]:[c:2]:[c:3]-[CH;D3;+0:4](-[C:5])-[OH;D1;+0:6],11361
[O-;H0;D1:1]-[n+;H0;D3:5]1:[c:6]:[c:7]:[#7;a:2]:[c:3]:[c:4]:1>>Cl-c1:c:c:c:c(-C(=O)-O-[OH;D1;+0:1]):c:1.[#7;a:2]1:[c:3]:[c:4]:[n;H0;D2;+0:5]:[c:6]:[c:7]:1,11362
[#7;a:5]:[c:4]:[#7;a:3]:[c;H0;D3;+0:1](:[c:2])-[N;H0;D3;+0:7](-[C:6])-[C:8]=[O;D1;H0:9]>>Br-[c;H0;D3;+0:1](:[c:2]):[#7;a:3]:[c:4]:[#7;a:5].[C:6]-[NH;D2;+0:7]-[C:8]=[O;D1;H0:9],11363
[C:4]-[C@@H;D3;+0:5](-[c:7])-[NH;D2;+0:6]-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3]>>O-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3].[C:4]-[CH;D3;+0:5](-[NH2;D1;+0:6])-[c:7],11364
[#7:4]-[C:3]-[C@@H;D3;+0:1](-[C:2])-[N;H0;D2;+0:5]=[#7;+:6]=[N;-;D1;H0:7]>>C-S(=O)(=O)-O-[C@@H;D3;+0:1](-[C:2])-[C:3]-[#7:4].[N-;H0;D1:5]=[#7;+:6]=[N;-;D1;H0:7],11365
[C;D1;H3:2]-[C;H0;D3;+0:1](=[O;D1;H0:3])-[n;H0;D3;+0:6]1:[c:5]:[#7;a:4]:[c:8]:[c:7]:1>>Cl-[C;H0;D3;+0:1](-[C;D1;H3:2])=[O;D1;H0:3].[#7;a:4]1:[c:5]:[nH;D2;+0:6]:[c:7]:[c:8]:1,11366
[O;D1;H0:4]=[C:3]-[NH;D2;+0:2]-[CH2;D2;+0:1]-[c;H0;D3;+0:6](:[c:5]):[c:7]>>O=[CH2;D1;+0:1].[NH2;D1;+0:2]-[C:3]=[O;D1;H0:4].[c:5]:[cH;D2;+0:6]:[c:7],11367
[C:2]=[CH;D2;+0:1]-[C;H0;D3;+0:3](=[O;D1;H0:4])-[c:5]>>C-C-C-C-[Sn](-C-C-C-C)(-C-C-C-C)-[CH;D2;+0:1]=[C:2].Cl-[C;H0;D3;+0:3](=[O;D1;H0:4])-[c:5],11368
[C;D1;H3:2]-[C;H0;D3;+0:1](-[c:3])=[N;H0;D2;+0:4]-[#7:5]-[C:6]=[O;D1;H0:7]>>O=[C;H0;D3;+0:1](-[C;D1;H3:2])-[c:3].[NH2;D1;+0:4]-[#7:5]-[C:6]=[O;D1;H0:7],11369
[#7;a:3]1:[#7;a:4]:[c:5]:[c;H0;D3;+0:1](-[c;H0;D3;+0:6]2:[#7;a:7]:[c:8]:[#7;a:9]:[c:10]:[c:11]:2):[c:2]:1>>C-C1(-C)-O-B(-[c;H0;D3;+0:1]2:[c:2]:[#7;a:3]:[#7;a:4]:[c:5]:2)-O-C-1(-C)-C.Cl-[c;H0;D3;+0:6]1:[#7;a:7]:[c:8]:[#7;a:9]:[c:10]:[c:11]:1,11370
[#7;a:8]:[c:7]:[c;H0;D3;+0:5](:[#7;a:6])-[c;H0;D3;+0:1](:[c:2]):[c:3]:[#7;a:4]>>C-C1(-C)-O-B(-[c;H0;D3;+0:1](:[c:2]):[c:3]:[#7;a:4])-O-C-1(-C)-C.I-[c;H0;D3;+0:5](:[#7;a:6]):[c:7]:[#7;a:8],11371
[#7;a:5]:[c;H0;D3;+0:4](:[#8;a:6])-[c;H0;D3;+0:1](:[c:2]):[c:3]>>Br-[c;H0;D3;+0:1](:[c:2]):[c:3].C-C-C-C-[Sn](-C-C-C-C)(-C-C-C-C)-[c;H0;D3;+0:4](:[#7;a:5]):[#8;a:6],11372
[#8:4]-[C:5](=[O;D1;H0:6])-[#7:7]-[N;H0;D2;+0:8]=[C;H0;D3;+0:1](-[C;D1;H3:2])-[c:3]>>O=[C;H0;D3;+0:1](-[C;D1;H3:2])-[c:3].[#8:4]-[C:5](=[O;D1;H0:6])-[#7:7]-[NH2;D1;+0:8],11373
[C:2]-[OH;D1;+0:1]>>C-C-C(=O)-[O;H0;D2;+0:1]-[C:2],11374
[C:8]-[CH;D3;+0:9](-[c:11])-[NH;D2;+0:10]-[C;H0;D3;+0:1](=[O;D1;H0:2])-[#8:3]-[C:4](-[C;D1;H3:5])(-[C;D1;H3:6])-[C;D1;H3:7]>>C-C(-C)(-C)-O-C(=O)-O-[C;H0;D3;+0:1](=[O;D1;H0:2])-[#8:3]-[C:4](-[C;D1;H3:5])(-[C;D1;H3:6])-[C;D1;H3:7].[C:8]-[C@H;D3;+0:9](-[NH2;D1;+0:10])-[c:11],11375
[#7;a:9]:[c:8]:[c;H0;D3;+0:6](:[c:7])-[c;H0;D3;+0:1]1:[c:2]:[c:3]:[#7;a:4]:[c:5]:1>>Br-[c;H0;D3;+0:1]1:[c:2]:[c:3]:[#7;a:4]:[c:5]:1.O-B(-O)-[c;H0;D3;+0:6](:[c:7]):[c:8]:[#7;a:9],11376
[#7;a:5]:[c:4]:[c:3]-[C;H0;D3;+0:1](-[NH2;D1;+0:6])=[O;D1;H0:2]>>Cl-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3]:[c:4]:[#7;a:5].[NH3;D0;+0:6],11377
[C:5]-[N;H0;D3;+0:6](-[C:7])-[C;H0;D3;+0:1](=[O;D1;H0:2])/[C:3]=[C:4]>>O-[C;H0;D3;+0:1](=[O;D1;H0:2])-[C:3]=[C:4].[C:5]-[NH;D2;+0:6]-[C:7],11378
[#7;a:2]:[c:3](:[#7;a:4])-[NH;D2;+0:5]-[CH3;D1;+0:1]>>O-[CH3;D1;+0:1].[#7;a:2]:[c:3](:[#7;a:4])-[NH2;D1;+0:5],11379
[F;D1;H0:2]-[CH;D3;+0:1](-[F;D1;H0:3])-[C:4]=[O;D1;H0:5]>>Br-[C;H0;D4;+0:1](-[F;D1;H0:2])(-[F;D1;H0:3])-[C:4]=[O;D1;H0:5],11380
[#7;a:2]:[c;H0;D3;+0:1](:[c:3]-[C:4](-[N;D1;H2:5])=[O;D1;H0:6])-[c;H0;D3;+0:7](:[c:8]):[c:9]>>I-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]-[C:4](-[N;D1;H2:5])=[O;D1;H0:6].O-B(-O)-[c;H0;D3;+0:7](:[c:8]):[c:9],11381
[CH3;D1;+0:1]-[O;H0;D2;+0:2]-[c:3]1:[c:4]:[#7;a:5]:[#7;a:6]:[c:7]:1>>I-[CH3;D1;+0:1].[OH;D1;+0:2]-[c:3]1:[c:4]:[#7;a:5]:[#7;a:6]:[c:7]:1,11382
[#7:2]-[CH;D2;+0:1]=[N;H0;D2;+0:3]-[c:4]>>O=[CH;D2;+0:1]-[#7:2].[NH2;D1;+0:3]-[c:4],11383
[C:2]-[C;H0;D3;+0:1](=[O;D1;H0:3])-[N;H0;D3;+0:5](-[C:4])-[#7:6](-[C:7]=[O;D1;H0:8])-[C:9]=[O;D1;H0:10]>>C-C-O-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3].[C:4]-[NH;D2;+0:5]-[#7:6](-[C:7]=[O;D1;H0:8])-[C:9]=[O;D1;H0:10],11384
[#8:3]-[C:2]/[CH;D2;+0:1]=[CH;D2;+0:5]\[C:4]>>O=[CH;D2;+0:1]-[C:2]-[#8:3].[C:4]-[CH2;D2;+0:5]-[P+](-c1:c:c:c:c:c:1)(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1,11385
[#8;a:4]:[c:3]-[C;H0;D3;+0:1](=[O;D1;H0:2])-[O;H0;D2;+0:7]-[C:6]=[C:5]>>Cl-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3]:[#8;a:4].[C:5]=[C:6]\[OH;D1;+0:7],11386
[C:4]-[N;H0;D3;+0:5](-[C:6]-[C:7]=[O;D1;H0:8])-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3]>>Cl-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3].[C:4]-[NH;D2;+0:5]-[C:6]-[C:7]=[O;D1;H0:8],11387
[#7;a:2]:[c;H0;D3;+0:1](-[O;H0;D2;+0:7]-[C:6]):[c:3]-[C:4]=[C:5]>>Cl-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]-[C:4]=[C:5].[C:6]-[OH;D1;+0:7],11388
[#7;a:4]:[c:3]:[c;H0;D3;+0:1](:[c:2])-[c;H0;D3;+0:5](:[c:6]):[#7;a:7]:[#7;a:8]>>Br-[c;H0;D3;+0:1](:[c:2]):[c:3]:[#7;a:4].C-C1(-C)-O-B(-[c;H0;D3;+0:5](:[c:6]):[#7;a:7]:[#7;a:8])-O-C-1(-C)-C,11389
[N;D1;H0:5]#[C;H0;D2;+0:4]-[CH2;D2;+0:1]-[C:2]=[O;D1;H0:3]>>Br-[CH2;D2;+0:1]-[C:2]=[O;D1;H0:3].[C-;H0;D1:4]#[N;D1;H0:5],11390
[#7;a:6]:[c:5]:[c;H0;D3;+0:4](:[c:7]:[#7;a:8])-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]>>Cl-[c;H0;D3;+0:1](:[#7;a:2]):[c:3].O-B(-O)-[c;H0;D3;+0:4](:[c:5]:[#7;a:6]):[c:7]:[#7;a:8],11391
[#7;a:2]:[c;H0;D3;+0:1](:[#7;a:3])-[N;H0;D3;+0:8](-[C:9])-[C:7]-[C:5](-[#8:4])=[O;D1;H0:6]>>Cl-[c;H0;D3;+0:1](:[#7;a:2]):[#7;a:3].[#8:4]-[C:5](=[O;D1;H0:6])-[C:7]-[NH;D2;+0:8]-[C:9],11392
[N;D1;H2:9]-[C:10](=[O;D1;H0:11])-[C:12]-[NH;D2;+0:13]-[S;H0;D4;+0:1](=[O;D1;H0:2])(=[O;D1;H0:3])-[c:4]1:[c:5]:[#7;a:6]:[#7;a:7]:[c:8]:1>>Cl-[S;H0;D4;+0:1](=[O;D1;H0:2])(=[O;D1;H0:3])-[c:4]1:[c:5]:[#7;a:6]:[#7;a:7]:[c:8]:1.[N;D1;H2:9]-[C:10](=[O;D1;H0:11])-[C:12]-[NH2;D1;+0:13],11393
[#8:5]-[C:4](=[O;D1;H0:6])-[c;H0;D3;+0:3]1:[c;H0;D3;+0:1](-[C;D1;H3:2]):[n;H0;D2;+0:11]:[n;H0;D3;+0:10](-[C:9]):[c;H0;D3;+0:7]:1-[C;D1;H3:8]>>O=[C;H0;D3;+0:1](-[C;D1;H3:2])-[CH;D3;+0:3](-[C:4](-[#8:5])=[O;D1;H0:6])-[C;H0;D3;+0:7](=O)-[C;D1;H3:8].[C:9]-[NH;D2;+0:10]-[NH2;D1;+0:11],11394
[#16:3]-[N;H0;D3;+0:4](-[#7:5]=[C:6])-[CH2;D2;+0:1]-[C;D1;H3:2]>>I-[CH2;D2;+0:1]-[C;D1;H3:2].[#16:3]-[NH;D2;+0:4]-[#7:5]=[C:6],11395
[#16;a:3]:[c:2]-[C;H0;D3;+0:1](=[N;H0;D2;+0:7]-[O;D1;H1:8])-[C:4](-[#7:5])=[O;D1;H0:6]>>O=[C;H0;D3;+0:1](-[c:2]:[#16;a:3])-[C:4](-[#7:5])=[O;D1;H0:6].[NH2;D1;+0:7]-[O;D1;H1:8],11396
[#7:4]=[C:3]-[C;H0;D3;+0:1](=[O;D1;H0:2])-[NH;D2;+0:5]-[c:6]>>O-[C;H0;D3;+0:1](=[O;D1;H0:2])-[C:3]=[#7:4].[NH2;D1;+0:5]-[c:6],11397
[C:2]-[S;H0;D3;+0:3](=[O;H0;D1;+0:1])-[c:4]>>C-C(=O)-O-[OH;D1;+0:1].[C:2]-[S;H0;D2;+0:3]-[c:4],11398
[#7;a:3]:[c:2]:[c;H0;D3;+0:1](:[c:4]:[#7;a:5])-[c;H0;D3;+0:6](:[c:7]):[c:8]>>I-[c;H0;D3;+0:1](:[c:2]:[#7;a:3]):[c:4]:[#7;a:5].O-B(-O)-[c;H0;D3;+0:6](:[c:7]):[c:8],11399
[#16;a:5]:[c:4]:[c:2](:[#7;a:3])-[CH2;D2;+0:1]-[NH;D2;+0:6]-[c:7]>>Br-[CH2;D2;+0:1]-[c:2](:[#7;a:3]):[c:4]:[#16;a:5].[NH2;D1;+0:6]-[c:7],11400
[#7;a:7]:[c:8]-[N;H0;D3;+0:9](-[C:10])-[c;H0;D3;+0:1]1:[c:2]:[c:3]:[#7;a:4]:[c:5]:[c:6]:1>>I-[c;H0;D3;+0:1]1:[c:2]:[c:3]:[#7;a:4]:[c:5]:[c:6]:1.[#7;a:7]:[c:8]-[NH;D2;+0:9]-[C:10],11401
[#8:1]-[C:2](=[O;D1;H0:3])-[CH;D3;+0:4]1-[CH2;D2;+0:5]-[CH2;D2;+0:13]-[CH;D2;+0:12]=[CH;D2;+0:11]-[CH;D3;+0:10]-1-[#8:9]-[C:7](-[C;D1;H3:6])=[O;D1;H0:8]>>[#8:1]-[C:2](=[O;D1;H0:3])-[CH;D2;+0:4]=[CH2;D1;+0:5].[C;D1;H3:6]-[C:7](=[O;D1;H0:8])-[#8:9]-[CH;D2;+0:10]=[CH;D2;+0:11]-[CH;D2;+0:12]=[CH2;D1;+0:13],11402
[#7;a:1]:[c;H0;D3;+0:2](:[c:3])-[c;H0;D3;+0:4]1:[cH;D2;+0:5]:[n;H0;D3;+0:7](-[C:6]):[n;H0;D2;+0:8]:[n;H0;D2;+0:9]:1>>[#7;a:1]:[c;H0;D3;+0:2](:[c:3])-[C;H0;D2;+0:4]#[CH;D1;+0:5].[C:6]-[N;H0;D2;+0:7]=[N+;H0;D2:8]=[N-;H0;D1:9],11403
[#7:5]-[C:4](=[O;D1;H0:6])-[c:3]:[c;H0;D3;+0:1](:[c:2])-[O;H0;D2;+0:8]-[C:7]>>F-[c;H0;D3;+0:1](:[c:2]):[c:3]-[C:4](-[#7:5])=[O;D1;H0:6].[C:7]-[OH;D1;+0:8],11404
